1997 || 1968
-1888 || 1960
-1646 || 1962
-1485 || 1936
1045 || 1928
1980 || 1942
1985 || 1929
1970 || 1893
 || 1883
 || 1911
 || 1866
 || 1867
 || 1865
 || 1886
 || 1869
 || 1716
 || 1735
 || 1732
 || 1702
 || 1860
 || 1706
 || 1786
 || 1801
 || 1759
 || 1745
 || 1767
 || 1772
 || 1864
 || 1796
 || 1762
 || 1681
 || 1571
 || 1573
 || 1677
 || 1602
 || 1512
 || 1695
 || 1650
 || 1484
 || 1526
 || 1685
 || 1518
 || 1519
 || 1611
 || 1638
 || 1494
 || 1529
 || 1620
 || 1584
 || 1687
 || 1492
 || 1532
 || 1537
 || 1575
 || 1616
 || 1557
 || 1661
 || 1490
 || 1510
 || 1659
 || 1273
 || 1015
 || 1397
 || 1368
 || 1219
 || 1383
 || 1120
 || 1110
 || 1119
 || 1388
 || 1336
 || 1162
 || 1302
 || 1417
 || 1438
 || 1149
 || 1098
 || 1028
 || 1441
 || 1321
 || 1081
 || 1089
 || 1044
 || 1190
 || 1307
 || 1184
 || 1060
 || 1314
 || 1113
 || 1320
 || 1134
 || 1029
 || 1207
 || 1341
 || 1455
 || 1145
 || 1456
 || 1156
 || 1249
 || 1036
 || 1446
 || 1342
 || 1140
 || 1308
 || 1450
 || 1024
 || 1331
 || 1471
 || 1376
 || 1365
 || 1051
 || 1174
 || 1135
 || 1283
 || 1176
 || 1313
 || 1142
 || 1318
 || 1263
 || 1138
 || 1082
 || 817
 || 132
 || 549
 || 363
 || 114
 || 599
 || 320
 || 521
 || 764
 || 220
 || 909
 || 951
 || 276
 || 86
 || 143
 || 587
 || 345
 || 940
 || 604
 || 567
 || 367
 || 917
 || 413
 || 31
 || 213
 || 878
 || 664
 || 916
 || 55
 || 112
 || 471
 || 990
 || 741
 || 381
 || 330
 || 369
 || 517
 || 195
 || 603
 || 966
 || 540
 || 227
 || 292
 || 770
 || 908
 || 722
 || 789
 || 646
 || 882
 || 662
 || 245
 || 174
 || 912
 || 997
 || 562
 || 140
 || 415
 || 687
 || 612
 || 928
 || 991
 || 170
 || 703
 || 104
 || 294
 || 639
 || 36
 || 371
 || 874
 || 781
 || 429
 || 977
 || 681
 || 644
 || 856
 || 134
 || 384
 || 48
 || 355
 || 927
 || 733
 || 259
 || 967
 || 77
 || 461
 || 585
 || 541
 || 407
 || 920
 || 515
 || 424
 || 229
 || 695
 || 243
 || 788
 || 503
 || 886
 || 736
 || 654
 || 331
 || 536
 || 582
 || 544
 || 238
 || 935
 || 727
 || 34
 || 88
 || 291
 || 422
 || 372
 || 313
 || 414
 || 441
 || 854
 || 672
 || 915
 || 640
 || 306
 || 899
 || 838
 || 348
 || 848
 || 444
 || -966
 || -1562
 || -1783
 || -2
 || -270
 || -1653
 || -1904
 || -1493
 || -1176
 || -1005
 || -383
 || -685
 || -856
 || -1681
 || -965
 || 1
 || -499
 || -224
 || -1773
 || -1409
 || -360
 || 19
 || -285
 || -636
 || -1894
 || -1300
 || -1160
 || -1464
 || -757
 || -1511
 || -421
 || -846
 || -1021
 || -1759
 || -1656
 || -796
 || -879
 || -1090
 || -178
 || -1412
 || -322
 || -257
 || -1173
 || -79
 || -1766
 || -1115
 || -1802
 || -511
 || -1068
 || -1337
 || -1985
 || -1641
 || -1123
 || -1969
 || -699
 || -134
 || -1982
 || -1917
 || -1498
 || -1580
 || -124
 || -1965
 || 7
 || -1318
 || 18
 || -517
 || -615
 || -790
 || -1311
 || -557
 || -1209
 || -386
 || -902
 || -668
 || -1219
 || -876
 || -1385
 || -900
 || -400
 || -544
 || -1717
 || -577
 || -1280
 || -1573
 || -354
 || -1047
 || -125
 || -1607
 || -109
 || -707
 || -1769
 || -780
 || -357
 || -1101
 || -377
 || -101
 || -883
 || -40
 || -313
 || -930
 || -250
 || -1998
 || -670
 || -402
 || -238
 || -74
 || -1171
 || -318
 || -550
 || -1928
 || -464
 || -752
 || -212
 || -1957
 || -1716
 || -24
 || -459
 || -1606
 || -340
 || -800
 || -1729
 || -102
 || -700
 || -1102
 || -1649
 || -1687
 || -1597
 || -505
 || -742
 || -1671
 || -530
 || -1711
 || -375
 || -51
 || -1245
 || -22
 || -1958
 || -1323
 || -536
 || -1322
 || -1775
 || -1075
 || -305
 || -1592
 || -1264
 || -1696
 || -555
 || -30
 || -1648
 || -1236
 || -1964
 || -1995
 || -1480
 || -973
 || -709
 || -1428
 || -1858
 || -1329
 || -1104
 || -929
 || -1399
 || -713
 || -163
 || 26
 || -1361
 || -1389
 || -1022
 || -649
 || -1544
 || -901
 || -635
 || -1937
 || -605
 || -989
 || -1235
 || -960
 || -329
 || -559
 || -196
 || 0
 || -29
 || -1214
 || -434
 || -1327
 || -319
 || -1474
 || -1049
 || -1371
 || -427
 || -1830
 || -1445
 || -266
 || -1902
 || -574
 || -1836
 || -1832
 || 12
 || -128
 || -1856
 || -658
 || -721
 || -312
 || -1037
 || -1155
 || -639
 || -38
 || -156
 || -1458
 || 2
 || -1343
 || -1688
 || -1610
 || -1886
 || -667
 || -213
 || -97
 || -547
 || -549
 || 16
 || -1575
 || -1795
 || -1014
 || -20
 || -497
 || -1136
 || -1242
 || -967
 || -1166
 || -1685
 || -401
 || -1554
 || -833
 || -1992
 || -455
 || -1282
 || -225
 || -1627
 || -1776
 || -1734
 || -1987
 || -564
 || -866
 || -763
 || -1893
 || -1663
 || -1538
 || -1718
size a : 8
size b : 492
-1998 || 
-1995 || 
-1992 || 
-1987 || 
-1985 || 
-1982 || 
-1969 || 
-1965 || 
-1964 || 
-1958 || 
-1957 || 
-1937 || 
-1928 || 
-1917 || 
-1904 || 
-1902 || 
-1894 || 
-1893 || 
-1888 || 
-1886 || 
-1858 || 
-1856 || 
-1836 || 
-1832 || 
-1830 || 
-1802 || 
-1795 || 
-1783 || 
-1776 || 
-1775 || 
-1773 || 
-1769 || 
-1766 || 
-1759 || 
-1734 || 
-1729 || 
-1718 || 
-1717 || 
-1716 || 
-1711 || 
-1696 || 
-1688 || 
-1687 || 
-1685 || 
-1681 || 
-1671 || 
-1663 || 
-1656 || 
-1653 || 
-1649 || 
-1648 || 
-1646 || 
-1641 || 
-1627 || 
-1610 || 
-1607 || 
-1606 || 
-1597 || 
-1592 || 
-1580 || 
-1575 || 
-1573 || 
-1562 || 
-1554 || 
-1544 || 
-1538 || 
-1511 || 
-1498 || 
-1493 || 
-1485 || 
-1480 || 
-1474 || 
-1464 || 
-1458 || 
-1445 || 
-1428 || 
-1412 || 
-1409 || 
-1399 || 
-1389 || 
-1385 || 
-1371 || 
-1361 || 
-1343 || 
-1337 || 
-1329 || 
-1327 || 
-1323 || 
-1322 || 
-1318 || 
-1311 || 
-1300 || 
-1282 || 
-1280 || 
-1264 || 
-1245 || 
-1242 || 
-1236 || 
-1235 || 
-1219 || 
-1214 || 
-1209 || 
-1176 || 
-1173 || 
-1171 || 
-1166 || 
-1160 || 
-1155 || 
-1136 || 
-1123 || 
-1115 || 
-1104 || 
-1102 || 
-1101 || 
-1090 || 
-1075 || 
-1068 || 
-1049 || 
-1047 || 
-1037 || 
-1022 || 
-1021 || 
-1014 || 
-1005 || 
-989 || 
-973 || 
-967 || 
-966 || 
-965 || 
-960 || 
-930 || 
-929 || 
-902 || 
-901 || 
-900 || 
-883 || 
-879 || 
-876 || 
-866 || 
-856 || 
-846 || 
-833 || 
-800 || 
-796 || 
-790 || 
-780 || 
-763 || 
-757 || 
-752 || 
-742 || 
-721 || 
-713 || 
-709 || 
-707 || 
-700 || 
-699 || 
-685 || 
-670 || 
-668 || 
-667 || 
-658 || 
-649 || 
-639 || 
-636 || 
-635 || 
-615 || 
-605 || 
-577 || 
-574 || 
-564 || 
-559 || 
-557 || 
-555 || 
-550 || 
-549 || 
-547 || 
-544 || 
-536 || 
-530 || 
-517 || 
-511 || 
-505 || 
-499 || 
-497 || 
-464 || 
-459 || 
-455 || 
-434 || 
-427 || 
-421 || 
-402 || 
-401 || 
-400 || 
-386 || 
-383 || 
-377 || 
-375 || 
-360 || 
-357 || 
-354 || 
-340 || 
-329 || 
-322 || 
-319 || 
-318 || 
-313 || 
-312 || 
-305 || 
-285 || 
-270 || 
-266 || 
-257 || 
-250 || 
-238 || 
-225 || 
-224 || 
-213 || 
-212 || 
-196 || 
-178 || 
-163 || 
-156 || 
-134 || 
-128 || 
-125 || 
-124 || 
-109 || 
-102 || 
-101 || 
-97 || 
-79 || 
-74 || 
-51 || 
-40 || 
-38 || 
-30 || 
-29 || 
-24 || 
-22 || 
-20 || 
-2 || 
0 || 
1 || 
2 || 
7 || 
12 || 
16 || 
18 || 
19 || 
26 || 
31 || 
34 || 
36 || 
48 || 
55 || 
77 || 
86 || 
88 || 
104 || 
112 || 
114 || 
132 || 
134 || 
140 || 
143 || 
170 || 
174 || 
195 || 
213 || 
220 || 
227 || 
229 || 
238 || 
243 || 
245 || 
259 || 
276 || 
291 || 
292 || 
294 || 
306 || 
313 || 
320 || 
330 || 
331 || 
345 || 
348 || 
355 || 
363 || 
367 || 
369 || 
371 || 
372 || 
381 || 
384 || 
407 || 
413 || 
414 || 
415 || 
422 || 
424 || 
429 || 
441 || 
444 || 
461 || 
471 || 
503 || 
515 || 
517 || 
521 || 
536 || 
540 || 
541 || 
544 || 
549 || 
562 || 
567 || 
582 || 
585 || 
587 || 
599 || 
603 || 
604 || 
612 || 
639 || 
640 || 
644 || 
646 || 
654 || 
662 || 
664 || 
672 || 
681 || 
687 || 
695 || 
703 || 
722 || 
727 || 
733 || 
736 || 
741 || 
764 || 
770 || 
781 || 
788 || 
789 || 
817 || 
838 || 
848 || 
854 || 
856 || 
874 || 
878 || 
882 || 
886 || 
899 || 
908 || 
909 || 
912 || 
915 || 
916 || 
917 || 
920 || 
927 || 
928 || 
935 || 
940 || 
951 || 
966 || 
967 || 
977 || 
990 || 
991 || 
997 || 
1015 || 
1024 || 
1028 || 
1029 || 
1036 || 
1044 || 
1045 || 
1980 || 
1985 || 
1051 || 
1060 || 
1081 || 
1082 || 
1089 || 
1098 || 
1110 || 
1113 || 
1119 || 
1120 || 
1134 || 
1135 || 
1138 || 
